"","value","district","gender","age_group"
"903","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"904","Les alcanza bien y pueden ahorrar","9","Mujer","1"
"905","No les alcanza y tienen dificultades","9","Mujer","4"
"906","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"907","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"908","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"909","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"910","No les alcanza y tienen dificultades","9","Mujer","4"
"911","Les alcanza justo, sin grandes dificultades","9","Hombre","4"
"912","No les alcanza y tienen dificultades","9","Hombre","3"
"913","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"914","Les alcanza bien y pueden ahorrar","9","Hombre","3"
"915","Les alcanza bien y pueden ahorrar","9","Hombre","1"
"916","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"917","Les alcanza bien y pueden ahorrar","9","Hombre","3"
"918","Les alcanza bien y pueden ahorrar","9","Mujer","2"
"919","No les alcanza y tienen dificultades","9","Mujer","1"
"920","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"921","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"922","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"923","No les alcanza y tienen grandes dificultades","9","Hombre","2"
"924","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"925","Les alcanza justo, sin grandes dificultades","9","Mujer","2"
"926","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"927","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"928","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"929","No les alcanza y tienen dificultades","9","Hombre","3"
"930","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"931","No les alcanza y tienen dificultades","9","Mujer","4"
"932","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"933","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"934","Les alcanza justo, sin grandes dificultades","6","Mujer","1"
"935","No les alcanza y tienen dificultades","6","Hombre","3"
"936","Les alcanza justo, sin grandes dificultades","6","Hombre","1"
"937","Les alcanza justo, sin grandes dificultades","6","Mujer","3"
"938","Les alcanza justo, sin grandes dificultades","6","Hombre","4"
"939","Les alcanza justo, sin grandes dificultades","6","Hombre","4"
"940","Les alcanza bien y pueden ahorrar","6","Hombre","4"
"941","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"942","Les alcanza justo, sin grandes dificultades","6","Hombre","3"
"943","Les alcanza bien y pueden ahorrar","6","Mujer","1"
"944","Les alcanza justo, sin grandes dificultades","6","Mujer","2"
"945","Les alcanza justo, sin grandes dificultades","6","Hombre","3"
"946","Les alcanza justo, sin grandes dificultades","6","Hombre","4"
"947","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"948","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"949","Les alcanza justo, sin grandes dificultades","6","Hombre","3"
"950","Les alcanza justo, sin grandes dificultades","6","Hombre","4"
"951","Les alcanza justo, sin grandes dificultades","6","Hombre","2"
"952","Les alcanza bien y pueden ahorrar","6","Hombre","3"
"953","No les alcanza y tienen dificultades","6","Hombre","3"
"954","No les alcanza y tienen dificultades","6","Hombre","4"
"955","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"956","No les alcanza y tienen dificultades","6","Hombre","3"
"957","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"958","No les alcanza y tienen dificultades","6","Mujer","4"
"959","No les alcanza y tienen grandes dificultades","6","Hombre","4"
"960","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"961","No les alcanza y tienen dificultades","6","Mujer","3"
"962","Les alcanza justo, sin grandes dificultades","6","Hombre","3"
"963","Les alcanza justo, sin grandes dificultades","6","Hombre","1"
"964","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"965","Les alcanza bien y pueden ahorrar","6","Hombre","1"
"966","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"967","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"968","Les alcanza justo, sin grandes dificultades","6","Mujer","2"
"969","Les alcanza bien y pueden ahorrar","6","Mujer","4"
"970","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"971","Les alcanza justo, sin grandes dificultades","6","Hombre","3"
"972","No les alcanza y tienen dificultades","6","Mujer","4"
"973","Les alcanza justo, sin grandes dificultades","6","Mujer","3"
"974","Les alcanza justo, sin grandes dificultades","6","Mujer","4"
"975","Les alcanza bien y pueden ahorrar","6","Mujer","1"
"976","No les alcanza y tienen dificultades","6","Mujer","4"
"977","Les alcanza justo, sin grandes dificultades","6","Hombre","4"
"978","Les alcanza justo, sin grandes dificultades","6","Mujer","3"
"979","Les alcanza bien y pueden ahorrar","2","Mujer","3"
"980","No les alcanza y tienen dificultades","2","Mujer","4"
"981","No les alcanza y tienen dificultades","2","Hombre","4"
"982","No les alcanza y tienen dificultades","2","Hombre","4"
"983","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"984","Les alcanza justo, sin grandes dificultades","2","Hombre","4"
"985","No les alcanza y tienen dificultades","2","Hombre","4"
"986","No les alcanza y tienen dificultades","2","Mujer","2"
"987","No les alcanza y tienen grandes dificultades","2","Mujer","4"
"988","No les alcanza y tienen grandes dificultades","2","Mujer","3"
"989","No les alcanza y tienen dificultades","2","Mujer","2"
"990","No les alcanza y tienen dificultades","2","Hombre","3"
"991","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"992","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"993","No les alcanza y tienen dificultades","2","Mujer","2"
"994","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"995","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"996","No les alcanza y tienen dificultades","2","Mujer","2"
"997","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"998","No les alcanza y tienen dificultades","2","Hombre","2"
"999","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1000","No les alcanza y tienen dificultades","2","Mujer","2"
"1001","No les alcanza y tienen grandes dificultades","2","Hombre","1"
"1002","No les alcanza y tienen grandes dificultades","2","Hombre","4"
"1003","No les alcanza y tienen dificultades","2","Mujer","2"
"1004","No les alcanza y tienen dificultades","2","Mujer","3"
"1005","No les alcanza y tienen dificultades","2","Hombre","3"
"1006","Les alcanza bien y pueden ahorrar","2","Hombre","4"
"1007","No les alcanza y tienen grandes dificultades","2","Mujer","3"
"1008","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1009","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1010","Les alcanza bien y pueden ahorrar","2","Hombre","1"
"1011","No les alcanza y tienen grandes dificultades","2","Hombre","3"
"1012","No les alcanza y tienen grandes dificultades","2","Mujer","4"
"1013","Les alcanza justo, sin grandes dificultades","2","Hombre","1"
"1014","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1015","No les alcanza y tienen dificultades","2","Mujer","3"
"1016","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1017","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1018","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1019","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1020","No les alcanza y tienen dificultades","2","Mujer","3"
"1021","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1022","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1023","Les alcanza bien y pueden ahorrar","2","Hombre","1"
"1024","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1025","Les alcanza bien y pueden ahorrar","2","Mujer","4"
"1026","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1027","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"1028","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"1029","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1030","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1031","No les alcanza y tienen dificultades","2","Hombre","1"
"1032","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"1033","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1034","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1035","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1036","Les alcanza justo, sin grandes dificultades","2","Hombre","4"
"1037","No les alcanza y tienen dificultades","2","Hombre","3"
"1038","Les alcanza bien y pueden ahorrar","7","Mujer","4"
"1039","No les alcanza y tienen dificultades","7","Mujer","4"
"1040","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1041","Les alcanza justo, sin grandes dificultades","7","Mujer","1"
"1042","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1043","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1044","Les alcanza justo, sin grandes dificultades","7","Hombre","3"
"1045","Les alcanza bien y pueden ahorrar","7","Mujer","2"
"1046","No les alcanza y tienen dificultades","7","Mujer","3"
"1047","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1048","Les alcanza justo, sin grandes dificultades","7","Mujer","1"
"1049","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1050","No les alcanza y tienen dificultades","7","Mujer","4"
"1051","Les alcanza bien y pueden ahorrar","7","Mujer","4"
"1052","No les alcanza y tienen grandes dificultades","7","Mujer","3"
"1053","Les alcanza bien y pueden ahorrar","7","Hombre","1"
"1054","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1055","Les alcanza justo, sin grandes dificultades","7","Mujer","1"
"1056","Les alcanza justo, sin grandes dificultades","7","Hombre","1"
"1057","Les alcanza justo, sin grandes dificultades","7","Hombre","2"
"1058","No les alcanza y tienen dificultades","7","Mujer","3"
"1059","Les alcanza justo, sin grandes dificultades","7","Mujer","2"
"1060","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1061","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1062","Les alcanza justo, sin grandes dificultades","7","Hombre","2"
"1063","No les alcanza y tienen dificultades","7","Hombre","2"
"1064","Les alcanza justo, sin grandes dificultades","7","Mujer","2"
"1065","No les alcanza y tienen grandes dificultades","7","Mujer","3"
"1066","No les alcanza y tienen dificultades","7","Hombre","3"
"1067","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1068","Les alcanza bien y pueden ahorrar","7","Mujer","3"
"1069","Les alcanza justo, sin grandes dificultades","7","Mujer","2"
"1070","Les alcanza justo, sin grandes dificultades","7","Hombre","3"
"1071","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1072","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1073","No les alcanza y tienen dificultades","7","Mujer","3"
"1074","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1075","No les alcanza y tienen dificultades","7","Mujer","4"
"1076","No les alcanza y tienen dificultades","7","Mujer","3"
"1077","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1078","Les alcanza justo, sin grandes dificultades","7","Hombre","3"
"1079","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1080","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1081","Les alcanza justo, sin grandes dificultades","7","Hombre","2"
"1082","Les alcanza justo, sin grandes dificultades","7","Hombre","3"
"1083","Les alcanza justo, sin grandes dificultades","7","Mujer","2"
"1084","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1085","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1086","No les alcanza y tienen dificultades","7","Hombre","2"
"1087","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1088","No les alcanza y tienen dificultades","2","Hombre","2"
"1089","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1090","Les alcanza bien y pueden ahorrar","2","Mujer","1"
"1091","Les alcanza bien y pueden ahorrar","2","Hombre","3"
"1092","No les alcanza y tienen dificultades","2","Mujer","3"
"1093","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1094","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1095","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1096","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1097","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1098","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1099","Les alcanza bien y pueden ahorrar","2","Hombre","2"
"1100","Les alcanza justo, sin grandes dificultades","2","Hombre","1"
"1101","Les alcanza justo, sin grandes dificultades","2","Hombre","1"
"1102","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1103","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1104","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1105","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1106","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1107","Les alcanza bien y pueden ahorrar","2","Mujer","3"
"1108","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1109","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1110","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1111","No les alcanza y tienen dificultades","2","Mujer","3"
"1112","No les alcanza y tienen dificultades","2","Mujer","3"
"1113","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1114","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1115","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1116","No les alcanza y tienen dificultades","2","Mujer","3"
"1117","No les alcanza y tienen grandes dificultades","2","Mujer","4"
"1118","No les alcanza y tienen dificultades","2","Mujer","3"
"1119","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1120","No les alcanza y tienen dificultades","2","Hombre","3"
"1121","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1122","Les alcanza justo, sin grandes dificultades","2","Mujer","2"
"1123","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1124","Les alcanza bien y pueden ahorrar","2","Hombre","1"
"1125","Les alcanza justo, sin grandes dificultades","2","Hombre","1"
"1126","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1127","No les alcanza y tienen dificultades","2","Mujer","3"
"1128","Les alcanza justo, sin grandes dificultades","2","Hombre","3"
"1129","Les alcanza justo, sin grandes dificultades","2","Mujer","3"
"1130","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"1131","Les alcanza justo, sin grandes dificultades","2","Mujer","1"
"1132","No les alcanza y tienen dificultades","2","Hombre","1"
"1133","Les alcanza justo, sin grandes dificultades","2","Hombre","2"
"1134","No les alcanza y tienen grandes dificultades","2","Hombre","3"
"1135","Les alcanza bien y pueden ahorrar","2","Mujer","2"
"1136","Les alcanza justo, sin grandes dificultades","2","Hombre","4"
"1137","Les alcanza justo, sin grandes dificultades","8","Mujer","1"
"1138","Les alcanza justo, sin grandes dificultades","8","Mujer","3"
"1139","Les alcanza justo, sin grandes dificultades","8","Hombre","2"
"1140","No les alcanza y tienen dificultades","8","Hombre","2"
"1141","Les alcanza bien y pueden ahorrar","5","Hombre","3"
"1142","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1143","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1144","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1145","No les alcanza y tienen dificultades","5","Hombre","2"
"1146","Les alcanza bien y pueden ahorrar","9","Mujer","3"
"1147","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1148","No les alcanza y tienen dificultades","9","Mujer","1"
"1149","Les alcanza bien y pueden ahorrar","9","Hombre","1"
"1150","No les alcanza y tienen dificultades","9","Mujer","3"
"1151","No les alcanza y tienen dificultades","9","Hombre","3"
"1152","No les alcanza y tienen dificultades","9","Hombre","4"
"1153","No les alcanza y tienen dificultades","9","Mujer","3"
"1154","Les alcanza bien y pueden ahorrar","9","Mujer","2"
"1155","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1156","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1157","No les alcanza y tienen dificultades","9","Hombre","4"
"1158","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1159","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1160","Les alcanza justo, sin grandes dificultades","9","Hombre","4"
"1161","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1162","Les alcanza bien y pueden ahorrar","9","Mujer","3"
"1163","No les alcanza y tienen dificultades","9","Mujer","3"
"1164","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"1165","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1166","Les alcanza justo, sin grandes dificultades","9","Hombre","4"
"1167","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"1168","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1169","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"1170","No les alcanza y tienen dificultades","9","Hombre","3"
"1171","Les alcanza justo, sin grandes dificultades","9","Mujer","2"
"1172","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1173","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1174","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1175","Les alcanza justo, sin grandes dificultades","9","Hombre","4"
"1176","No les alcanza y tienen grandes dificultades","9","Mujer","3"
"1177","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1178","No les alcanza y tienen dificultades","9","Hombre","3"
"1179","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1180","No les alcanza y tienen dificultades","9","Mujer","3"
"1181","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1182","Les alcanza bien y pueden ahorrar","9","Mujer","1"
"1183","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1184","Les alcanza justo, sin grandes dificultades","9","Mujer","2"
"1185","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"1186","Les alcanza justo, sin grandes dificultades","9","Hombre","1"
"1187","No les alcanza y tienen dificultades","9","Mujer","2"
"1188","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1189","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1190","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1191","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1192","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1193","Les alcanza bien y pueden ahorrar","7","Hombre","4"
"1194","Les alcanza bien y pueden ahorrar","7","Mujer","4"
"1195","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1196","Les alcanza justo, sin grandes dificultades","7","Mujer","1"
"1197","Les alcanza justo, sin grandes dificultades","7","Mujer","2"
"1198","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1199","Les alcanza justo, sin grandes dificultades","7","Mujer","1"
"1200","Les alcanza justo, sin grandes dificultades","7","Hombre","2"
"1201","No les alcanza y tienen dificultades","7","Hombre","3"
"1202","Les alcanza justo, sin grandes dificultades","7","Mujer","4"
"1203","Les alcanza justo, sin grandes dificultades","7","Hombre","4"
"1204","No les alcanza y tienen dificultades","7","Mujer","3"
"1205","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1206","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1207","Les alcanza justo, sin grandes dificultades","7","Mujer","3"
"1208","Les alcanza justo, sin grandes dificultades","9","Mujer","1"
"1209","Les alcanza bien y pueden ahorrar","9","Mujer","4"
"1210","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1211","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1212","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1213","Les alcanza justo, sin grandes dificultades","9","Mujer","2"
"1214","No les alcanza y tienen dificultades","9","Hombre","3"
"1215","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1216","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"1217","No les alcanza y tienen dificultades","9","Mujer","3"
"1218","Les alcanza bien y pueden ahorrar","9","Mujer","1"
"1219","Les alcanza bien y pueden ahorrar","9","Hombre","4"
"1220","Les alcanza bien y pueden ahorrar","9","Hombre","3"
"1221","Les alcanza bien y pueden ahorrar","9","Hombre","2"
"1222","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1223","No les alcanza y tienen dificultades","9","Hombre","4"
"1224","Les alcanza justo, sin grandes dificultades","9","Mujer","2"
"1225","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1226","Les alcanza justo, sin grandes dificultades","9","Hombre","2"
"1227","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"1228","Les alcanza justo, sin grandes dificultades","9","Mujer","4"
"1229","Les alcanza justo, sin grandes dificultades","9","Mujer","3"
"1230","Les alcanza bien y pueden ahorrar","9","Hombre","2"
"1231","Les alcanza bien y pueden ahorrar","9","Hombre","2"
"1232","Les alcanza justo, sin grandes dificultades","9","Hombre","3"
"1233","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1234","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1235","No les alcanza y tienen dificultades","5","Mujer","3"
"1236","Les alcanza bien y pueden ahorrar","5","Hombre","1"
"1237","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1238","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1239","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1240","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1241","No les alcanza y tienen dificultades","5","Mujer","2"
"1242","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1243","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1244","Les alcanza bien y pueden ahorrar","5","Hombre","3"
"1245","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1246","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1247","Les alcanza bien y pueden ahorrar","5","Mujer","4"
"1248","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1249","Les alcanza bien y pueden ahorrar","5","Mujer","1"
"1250","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1251","Les alcanza bien y pueden ahorrar","5","Mujer","3"
"1252","Les alcanza bien y pueden ahorrar","5","Mujer","1"
"1253","No les alcanza y tienen dificultades","5","Mujer","2"
"1254","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1255","No les alcanza y tienen dificultades","5","Hombre","2"
"1256","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1257","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1258","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1259","No les alcanza y tienen dificultades","5","Hombre","4"
"1260","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1261","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1262","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1263","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1264","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1265","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1266","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1267","Les alcanza bien y pueden ahorrar","5","Mujer","2"
"1268","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1269","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1270","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1271","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1272","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1273","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1274","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1275","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1276","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1277","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1278","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1279","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1280","No les alcanza y tienen dificultades","5","Mujer","3"
"1281","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1282","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1283","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1284","No les alcanza y tienen dificultades","5","Hombre","2"
"1285","No les alcanza y tienen dificultades","5","Mujer","3"
"1286","No les alcanza y tienen dificultades","5","Hombre","2"
"1287","No les alcanza y tienen dificultades","5","Hombre","3"
"1288","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1289","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1290","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1291","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1292","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1293","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1294","Les alcanza bien y pueden ahorrar","5","Hombre","4"
"1295","No les alcanza y tienen dificultades","5","Hombre","4"
"1296","Les alcanza bien y pueden ahorrar","5","Hombre","2"
"1297","Les alcanza bien y pueden ahorrar","5","Mujer","4"
"1298","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1299","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1300","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1301","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1302","No les alcanza y tienen dificultades","4","Hombre","3"
"1303","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1304","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1305","No les alcanza y tienen dificultades","4","Mujer","4"
"1306","No les alcanza y tienen dificultades","4","Mujer","4"
"1307","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1308","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1309","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1310","No les alcanza y tienen dificultades","4","Mujer","3"
"1311","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1312","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1313","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1314","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1315","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1316","Les alcanza bien y pueden ahorrar","4","Hombre","4"
"1317","No les alcanza y tienen grandes dificultades","4","Hombre","4"
"1318","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1319","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1320","No les alcanza y tienen grandes dificultades","4","Mujer","2"
"1321","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1322","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1323","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1324","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1325","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1326","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1327","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1328","Les alcanza bien y pueden ahorrar","5","Mujer","4"
"1329","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1330","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1331","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1332","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1333","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1334","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1335","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1336","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1337","Les alcanza bien y pueden ahorrar","5","Hombre","3"
"1338","No les alcanza y tienen grandes dificultades","5","Hombre","4"
"1339","No les alcanza y tienen dificultades","5","Hombre","1"
"1340","Les alcanza bien y pueden ahorrar","5","Mujer","4"
"1341","Les alcanza bien y pueden ahorrar","5","Hombre","4"
